"ID";"FarmTypes";"Regions";"Periods";"UtilisedAgriculturalAreaUAA_3";"UtilisedAgriculturalAreaUAA_6";"ArableLandTotal_8";"Cereals_14";"ArableLandTotal_21";"Cereals_27";"HorticultureInTheOpenTotal_34";"HorticultureInTheOpenTotal_40";"HorticultureUnderGlassTotal_46";"HorticultureUnderGlassTotal_51";"GrasslandAndForagePlantsTotal_72";"GrasslandAndForagePlantsTotal_78";"CattleTotal_84";"Sheep_95";"GrazingLivestockTotal_102";"HousedAnimalsTotal_135"
"26489";"A009523";"PV22  ";"2017JJ00";"  828280";"     106";"  559100";"   95000";"     103";"      69";"   10343";"      18";"      25";"       1";"  258837";"      97";"    7440";"     770";"      87";"      26"
"26490";"A009523";"PV22  ";"2018JJ00";"  706267";"      98";"  473851";"   92099";"      94";"      63";"    8338";"      16";"       0";"       0";"  224078";"      91";"    5714";"    1302";"      84";"      20"
"26491";"A009523";"PV22  ";"2019JJ00";"  802261";"      98";"  535193";"   93779";"      92";"      66";"    7823";"      16";"       0";"       0";"  259245";"      93";"    7452";"    1487";"      80";"      23"
"26492";"A009523";"PV22  ";"2020JJ00";"  764897";"      94";"  500730";"   74681";"      92";"      59";"    6976";"      14";"       0";"       0";"  257191";"      88";"    6027";"    1836";"      78";"      22"
"26493";"A009523";"PV22  ";"2021JJ00";"  697020";"      87";"  478206";"   84992";"      85";"      54";"    4610";"       9";"       0";"       0";"  214204";"      85";"    5656";"     984";"      75";"      17"
"26494";"A009523";"PV22  ";"2022JJ00";"  710171";"      88";"  487944";"  102193";"      85";"      65";"    3484";"      10";"       0";"       0";"  218743";"      83";"    5414";"    1049";"      67";"      25"
"26495";"A009523";"PV22  ";"2023JJ00";"  739883";"      95";"  497710";"  108328";"      92";"      69";"    3767";"      13";"       0";"       0";"  238406";"      91";"    6504";"     583";"      83";"      20"
"26496";"A009523";"PV23  ";"2000JJ00";"  491532";"     205";"  280146";"   79823";"     175";"     117";"   10252";"      44";"    6887";"       5";"  201065";"     182";"    5912";"    1176";"     167";"      60"
"26497";"A009523";"PV23  ";"2001JJ00";"  394588";"     146";"  250273";"   89978";"     131";"     101";"    4383";"      22";"    1830";"       3";"  139914";"     131";"    3810";"    1261";"     118";"      38"
"26498";"A009523";"PV23  ";"2002JJ00";"  418707";"     158";"  239641";"   72864";"     131";"      93";"    8109";"      40";"    5070";"       3";"  170906";"     143";"    4343";"     894";"     121";"      57"
"26499";"A009523";"PV23  ";"2003JJ00";"  411730";"     152";"  233234";"   74271";"     129";"      92";"    9136";"      32";"    1780";"       4";"  169342";"     135";"    4014";"    1252";"     125";"      45"
"26500";"A009523";"PV23  ";"2004JJ00";"  450323";"     133";"  276280";"   87858";"     114";"      84";"    9599";"      32";"    1000";"       1";"  164434";"     119";"    4456";"    1235";"     103";"      46"
"26501";"A009523";"PV23  ";"2005JJ00";"  400348";"     112";"  236938";"   83243";"      91";"      64";"    7822";"      32";"    1270";"       2";"  155575";"     100";"    4494";"    2065";"      84";"      46"
"26502";"A009523";"PV23  ";"2006JJ00";"  408728";"     112";"  226989";"   74703";"      91";"      60";"   10489";"      39";"    1240";"       2";"  171238";"     102";"    4568";"    1629";"      93";"      35"
"26503";"A009523";"PV23  ";"2007JJ00";"  363430";"     108";"  208990";"   63935";"      92";"      66";"    7415";"      28";"    1250";"       2";"  147012";"     102";"    3815";"    1218";"      85";"      38"
"26504";"A009523";"PV23  ";"2008JJ00";"  339149";"     104";"  184483";"   68818";"      84";"      61";"    8515";"      35";"     610";"       3";"  146145";"      99";"    4102";"    1810";"      85";"      34"
"26505";"A009523";"PV23  ";"2009JJ00";"  336307";"     107";"  182028";"   70689";"      84";"      60";"    8928";"      32";"     550";"       2";"  145345";"     100";"    4328";"    1856";"      86";"      36"
"26506";"A009523";"PV23  ";"2010JJ00";"  280267";"      88";"  140743";"   59418";"      71";"      42";"    8531";"      31";"     600";"       2";"  130987";"      83";"    4037";"    1365";"      74";"      30"
"26507";"A009523";"PV23  ";"2011JJ00";"  288168";"      94";"  149613";"   53096";"      71";"      43";"    7796";"      31";"     605";"       3";"  130753";"      91";"    3042";"    1435";"      76";"      31"
"26508";"A009523";"PV23  ";"2012JJ00";"  299311";"      90";"  134711";"   42757";"      66";"      39";"   10463";"      36";"     600";"       2";"  154131";"      89";"    4091";"    1016";"      74";"      28"
"26509";"A009523";"PV23  ";"2013JJ00";"  335836";"     103";"  152037";"   51950";"      79";"      44";"    9196";"      34";"    1295";"       3";"  174590";"     102";"    4748";"    1097";"      88";"      25"
"26510";"A009523";"PV23  ";"2014JJ00";"  372927";"      99";"  169321";"   44512";"      71";"      32";"   11754";"      41";"     600";"       2";"  191846";"      96";"    6415";"     554";"      84";"      29"
"26511";"A009523";"PV23  ";"2015JJ00";"  367502";"      93";"  154748";"   35664";"      70";"      35";"   17176";"      40";"     100";"       1";"  195577";"      91";"    8362";"    1276";"      82";"      27"
"26512";"A009523";"PV23  ";"2016JJ00";"  344140";"     104";"  144099";"   27588";"      83";"      32";"   16457";"      39";"     100";"       1";"  183583";"     100";"    6643";"     825";"      87";"      28"
"26513";"A009523";"PV23  ";"2017JJ00";"  424009";"     126";"  169530";"   39943";"      96";"      42";"   20921";"      47";"     398";"       2";"  233554";"     125";"    8588";"     651";"     105";"      32"
"26514";"A009523";"PV23  ";"2018JJ00";"  407810";"     116";"  178306";"   47895";"      96";"      47";"   14956";"      39";"      88";"       1";"  214547";"     113";"    7018";"     827";"      97";"      27"
"26515";"A009523";"PV23  ";"2019JJ00";"  390467";"     110";"  182013";"   48892";"      83";"      45";"   12120";"      36";"     600";"       1";"  196328";"     107";"    5517";"     904";"      93";"      23"
"26516";"A009523";"PV23  ";"2020JJ00";"  463705";"     124";"  230199";"   74092";"      98";"      59";"   17464";"      38";"    1358";"       3";"  216028";"     119";"    5852";"    1725";"     111";"      24"
"26517";"A009523";"PV23  ";"2021JJ00";"  398584";"     118";"  175342";"   40949";"     100";"      39";"   12716";"      33";"    1038";"       3";"  210516";"     115";"    6270";"    1327";"     107";"      21"
"26518";"A009523";"PV23  ";"2022JJ00";"  461589";"     101";"  229391";"   67618";"      83";"      48";"   21643";"      35";"     600";"       1";"  210549";"      99";"    6849";"    2113";"      92";"      18"
"26519";"A009523";"PV23  ";"2023JJ00";"  504578";"     129";"  228954";"   65525";"     113";"      46";"   21414";"      39";"     720";"       2";"  254203";"     125";"    9369";"     853";"     122";"      12"
"26520";"A009523";"PV24  ";"2000JJ00";"  711000";"     143";"  475054";"   67280";"     143";"      81";"   21622";"      44";"       0";"       0";"  214324";"      88";"    8155";"    3061";"      86";"      74"
"26521";"A009523";"PV24  ";"2001JJ00";"  679313";"     145";"  471027";"   80815";"     142";"      85";"   25589";"      37";"       0";"       0";"  182697";"      85";"    8269";"    2792";"      84";"      77"
"26522";"A009523";"PV24  ";"2002JJ00";"  704363";"     148";"  482434";"   91638";"     139";"      90";"   29650";"      47";"      92";"       1";"  192278";"      92";"    7517";"    1721";"      81";"      79"
"26523";"A009523";"PV24  ";"2003JJ00";"  724304";"     149";"  489677";"   81427";"     142";"      84";"   31560";"      48";"       0";"       0";"  203067";"      91";"    8441";"    1798";"      87";"      74"
"26524";"A009523";"PV24  ";"2004JJ00";"  748710";"     140";"  489819";"   85052";"     135";"      83";"   31235";"      47";"       0";"       0";"  227656";"      91";"    9377";"     887";"      80";"      65"
"26525";"A009523";"PV24  ";"2005JJ00";"  646646";"     129";"  436035";"   77945";"     122";"      74";"   25521";"      38";"       0";"       0";"  185090";"      81";"    7089";"    3422";"      72";"      66"
"26526";"A009523";"PV24  ";"2006JJ00";"  646430";"     119";"  436632";"   91541";"     116";"      78";"   23655";"      35";"       0";"       0";"  186143";"      77";"    6641";"    5654";"      68";"      59"
"26527";"A009523";"PV24  ";"2007JJ00";"  711140";"     125";"  468680";"   96814";"     120";"      78";"   28832";"      34";"       0";"       0";"  213628";"      86";"    7833";"    2771";"      77";"      58"
"26528";"A009523";"PV24  ";"2008JJ00";"  650140";"     115";"  440063";"  100547";"     111";"      75";"   30777";"      30";"     100";"       1";"  179299";"      76";"    7345";"    2362";"      70";"      53"
"26529";"A009523";"PV24  ";"2009JJ00";"  676001";"     116";"  454316";"  106812";"     112";"      80";"   29746";"      29";"       0";"       0";"  191939";"      76";"    7069";"    3763";"      69";"      55"
"26530";"A009523";"PV24  ";"2010JJ00";"  652102";"     106";"  427218";"   97483";"     104";"      69";"   32496";"      29";"       0";"       0";"  192388";"      70";"    7654";"    3278";"      65";"      48"
"26531";"A009523";"PV24  ";"2011JJ00";"  619376";"     100";"  408719";"  102725";"      99";"      68";"   30309";"      31";"       0";"       0";"  180348";"      68";"    6538";"    5149";"      59";"      49"
"26532";"A009523";"PV24  ";"2012JJ00";"  570878";"      94";"  369183";"   82405";"      93";"      58";"   25172";"      26";"       0";"       0";"  176523";"      67";"    6112";"    3927";"      58";"      43"
"26533";"A009523";"PV24  ";"2013JJ00";"  513512";"      81";"  324353";"   72302";"      80";"      50";"   31813";"      23";"       0";"       0";"  157346";"      55";"    5880";"    4083";"      49";"      35"
"26534";"A009523";"PV24  ";"2014JJ00";"  556365";"      79";"  334970";"   82612";"      78";"      50";"   32951";"      32";"       0";"       0";"  188444";"      57";"    6696";"    5345";"      49";"      34"
"26535";"A009523";"PV24  ";"2015JJ00";"  608771";"      84";"  377659";"   88543";"      83";"      53";"   35482";"      28";"       0";"       0";"  195630";"      63";"    7108";"    5104";"      52";"      38"
"26536";"A009523";"PV24  ";"2016JJ00";"  647689";"      84";"  374226";"   92044";"      81";"      52";"   46213";"      37";"       0";"       0";"  227250";"      60";"    8511";"    3533";"      53";"      37"
"26537";"A009523";"PV24  ";"2017JJ00";"  568695";"      73";"  333228";"   73816";"      70";"      51";"   41125";"      36";"       0";"       0";"  194342";"      51";"    7658";"    2220";"      42";"      36"
"26538";"A009523";"PV24  ";"2018JJ00";"  619308";"      81";"  356147";"   80810";"      78";"      50";"   42203";"      44";"       0";"       0";"  220958";"      59";"    8210";"    2668";"      53";"      34"
"26539";"A009523";"PV24  ";"2019JJ00";"  662954";"      80";"  361507";"   82720";"      77";"      50";"   43015";"      37";"     300";"       1";"  258429";"      61";"    8871";"    3872";"      51";"      31"
"26540";"A009523";"PV24  ";"2020JJ00";"  617714";"      75";"  330109";"   66099";"      73";"      38";"   38130";"      32";"     380";"       1";"  249471";"      63";"    8219";"    4391";"      50";"      28"
"26541";"A009523";"PV24  ";"2021JJ00";"  553888";"      65";"  298806";"   62335";"      64";"      36";"   32578";"      31";"     380";"       1";"  222500";"      50";"    7370";"    5000";"      41";"      28"
"26542";"A009523";"PV24  ";"2022JJ00";"  639216";"      68";"  309188";"   62192";"      64";"      33";"   42300";"      36";"     380";"       1";"  287724";"      52";"    9609";"    5313";"      43";"      27"
"26543";"A009523";"PV24  ";"2023JJ00";"  579799";"      63";"  276800";"   54949";"      61";"      34";"   50000";"      32";"       0";"       0";"  252999";"      54";"    9847";"    4004";"      42";"      24"
"26544";"A009523";"PV25  ";"2000JJ00";"  796158";"     418";"  340930";"  156352";"     301";"     215";"   44018";"     158";"   60230";"      26";"  410608";"     382";"   10883";"    4295";"     356";"     111"
"26545";"A009523";"PV25  ";"2001JJ00";"  765371";"     390";"  328626";"  168388";"     281";"     215";"   44668";"     157";"   24490";"      20";"  391832";"     358";"   10526";"    4376";"     333";"      94"
"26546";"A009523";"PV25  ";"2002JJ00";"  854030";"     377";"  361270";"  174704";"     283";"     216";"   42666";"     146";"   36191";"      16";"  449732";"     342";"    9872";"    5276";"     324";"      91"
"26547";"A009523";"PV25  ";"2003JJ00";"  815215";"     347";"  343975";"  178898";"     262";"     200";"   40791";"     130";"   36892";"      15";"  430080";"     320";"    9315";"    5062";"     299";"      84"
"26548";"A009523";"PV25  ";"2004JJ00";"  814383";"     328";"  358299";"  183593";"     240";"     194";"   38884";"     129";"   39125";"      16";"  416809";"     289";"    7977";"    5821";"     283";"      79"
"26549";"A009523";"PV25  ";"2005JJ00";"  794617";"     305";"  340750";"  183134";"     215";"     170";"   38603";"     128";"   45300";"      15";"  414811";"     272";"    8059";"    5337";"     263";"      74"
"26550";"A009523";"PV25  ";"2006JJ00";"  649169";"     311";"  277759";"  145562";"     215";"     170";"   35919";"     123";"   32310";"      10";"  335168";"     285";"    7565";"    4719";"     272";"      75"
"26551";"A009523";"PV25  ";"2007JJ00";"  606575";"     265";"  255655";"  120979";"     190";"     142";"   29900";"     101";"   59050";"      11";"  320429";"     244";"    7663";"    4016";"     234";"      56"
"26552";"A009523";"PV25  ";"2008JJ00";"  668572";"     281";"  278250";"  131914";"     196";"     147";"   47494";"     133";"   25218";"      10";"  342576";"     265";"    9874";"    3122";"     244";"      69"
"26553";"A009523";"PV25  ";"2009JJ00";"  684743";"     260";"  259700";"  136236";"     185";"     143";"   36499";"     104";"   39807";"      12";"  388146";"     248";"    9145";"    3099";"     229";"      55"
"26554";"A009523";"PV25  ";"2010JJ00";"  644372";"     258";"  246458";"  145996";"     174";"     137";"   33633";"     113";"   20360";"       6";"  364077";"     245";"    8831";"    3652";"     226";"      61"
"26555";"A009523";"PV25  ";"2011JJ00";"  603009";"     232";"  214099";"  130674";"     155";"     122";"   32809";"     109";"   18288";"       6";"  355918";"     218";"    7084";"    3660";"     205";"      48"
"26556";"A009523";"PV25  ";"2012JJ00";"  582984";"     212";"  194498";"  107055";"     152";"     108";"   26175";"      93";"   16100";"       4";"  362150";"     203";"    6877";"    3820";"     188";"      47"
"26557";"A009523";"PV25  ";"2013JJ00";"  521867";"     209";"  172228";"  106348";"     143";"     104";"   24677";"      88";"    5100";"       4";"  324911";"     200";"    6115";"    4737";"     194";"      29"
"26558";"A009523";"PV25  ";"2014JJ00";"  560236";"     224";"  180085";"   89589";"     153";"      93";"   29514";"      92";"    2600";"       5";"  350611";"     216";"    6753";"    3981";"     201";"      39"
"26559";"A009523";"PV25  ";"2015JJ00";"  531604";"     196";"  137214";"   72597";"     142";"      85";"   33922";"      80";"    4600";"       5";"  360422";"     190";"    8734";"    2496";"     179";"      32"
"26560";"A009523";"PV25  ";"2016JJ00";"  506899";"     184";"  151115";"   65435";"     128";"      81";"   31022";"      80";"    1476";"       3";"  324747";"     178";"    5841";"    3803";"     164";"      31"
"26561";"A009523";"PV25  ";"2017JJ00";"  638565";"     210";"  202663";"   69418";"     155";"      77";"   31125";"      84";"    3748";"       4";"  404740";"     203";"    7947";"    4160";"     185";"      39"
"26562";"A009523";"PV25  ";"2018JJ00";"  607889";"     204";"  220108";"   78837";"     158";"      93";"   30986";"      84";"    1576";"       3";"  356779";"     200";"    8063";"    3626";"     181";"      33"
"26563";"A009523";"PV25  ";"2019JJ00";"  626382";"     231";"  251996";"  106236";"     182";"     109";"   27223";"      79";"    2276";"       3";"  347140";"     223";"    6144";"    4283";"     204";"      36"
"26564";"A009523";"PV25  ";"2020JJ00";"  663454";"     219";"  233649";"   92938";"     182";"     110";"   26299";"      78";"    1526";"       3";"  403491";"     216";"    9793";"    3805";"     205";"      27"
"26565";"A009523";"PV25  ";"2021JJ00";"  629902";"     201";"  206714";"   79607";"     164";"      93";"   20502";"      72";"       0";"       0";"  402686";"     199";"    7660";"    4796";"     191";"      20"
"26566";"A009523";"PV25  ";"2022JJ00";"  553544";"     179";"  176793";"   84748";"     142";"      91";"   17595";"      64";"    3700";"       2";"  359119";"     177";"    7539";"    3796";"     172";"      19"
"26567";"A009523";"PV25  ";"2023JJ00";"  640797";"     216";"  216300";"   91555";"     179";"     109";"   24585";"      87";"    2500";"       1";"  399887";"     214";"    9282";"    3255";"     206";"      21"
"26568";"A009523";"PV26  ";"2000JJ00";"  109377";"      47";"   21650";"    7858";"      17";"       5";"   14260";"      40";"    6940";"       4";"   73398";"      40";"    1695";"    1504";"      36";"      23"
"26569";"A009523";"PV26  ";"2001JJ00";"  101014";"      42";"   24851";"   13962";"      17";"       9";"   15251";"      36";"    3240";"       3";"   60880";"      35";"    1377";"     626";"      32";"      20"
"26570";"A009523";"PV26  ";"2002JJ00";"   97194";"      46";"   34099";"   11180";"      20";"      13";"   15474";"      33";"    2010";"       3";"   47601";"      37";"    1452";"     544";"      36";"      19"
"26571";"A009523";"PV26  ";"2003JJ00";"   82131";"      38";"   21765";"   12610";"      18";"      14";"   15133";"      27";"    2000";"       3";"   45213";"      32";"    1265";"     520";"      33";"      15"
"26572";"A009523";"PV26  ";"2004JJ00";"  109177";"      45";"   33879";"   23665";"      22";"      17";"   16300";"      32";"    1640";"       2";"   58982";"      36";"    1529";"    1007";"      37";"      14"
"26573";"A009523";"PV26  ";"2005JJ00";"   89520";"      38";"   24966";"   12761";"      13";"       7";"   15799";"      30";"    1479";"       1";"   48740";"      33";"    1599";"     649";"      30";"      15"
"26574";"A009523";"PV26  ";"2006JJ00";"   86473";"      36";"   23146";"   13010";"      14";"       9";"   14166";"      23";"   12579";"       3";"   49035";"      28";"    1485";"     614";"      28";"      15"
"26575";"A009523";"PV26  ";"2007JJ00";"  110195";"      42";"   35507";"   16752";"      18";"      13";"   12004";"      27";"    1219";"       2";"   62672";"      37";"    1645";"    1177";"      32";"      15"
"26576";"A009523";"PV26  ";"2008JJ00";"   85549";"      34";"   24391";"   15727";"      14";"      12";"   14233";"      25";"    1705";"       3";"   46908";"      31";"    1603";"     694";"      27";"      13"
"26577";"A009523";"PV26  ";"2009JJ00";"  112330";"      44";"   22589";"   14199";"      12";"       9";"   13462";"      34";"    1579";"       2";"   76263";"      40";"    1909";"    1429";"      37";"      13"
"26578";"A009523";"PV26  ";"2010JJ00";"   84566";"      39";"   21371";"   14379";"      13";"       9";"   15147";"      29";"    2000";"       2";"   48028";"      35";"    1268";"    1043";"      31";"      14"
"26579";"A009523";"PV26  ";"2011JJ00";"   65254";"      27";"   19532";"   13954";"      13";"       8";"    7202";"      21";"    2350";"       3";"   38496";"      26";"    1212";"     518";"      25";"       8"
"26580";"A009523";"PV26  ";"2012JJ00";"   71857";"      27";"   22512";"   15810";"      10";"       9";"   10069";"      21";"    1450";"       2";"   39261";"      25";"    1307";"     721";"      25";"       5"
"26581";"A009523";"PV26  ";"2013JJ00";"   60572";"      23";"   16819";"   10897";"       6";"       4";"    7480";"      18";"     350";"       1";"   36269";"      22";"    1668";"     816";"      22";"       3"
"26582";"A009523";"PV26  ";"2014JJ00";"   78414";"      26";"   23549";"   14350";"      12";"       8";"    7393";"      16";"     350";"       1";"   47468";"      25";"    1402";"     529";"      24";"       4"
"26583";"A009523";"PV26  ";"2015JJ00";"   72500";"      25";"   20028";"   11336";"       8";"       6";"   10908";"      20";"   22350";"       2";"   41340";"      22";"    1319";"     526";"      20";"       6"
"26584";"A009523";"PV26  ";"2016JJ00";"   75624";"      29";"   20700";"   12161";"       8";"       7";"   10833";"      26";"   22000";"       1";"   43871";"      27";"    1042";"    1531";"      24";"       5"
"26585";"A009523";"PV26  ";"2017JJ00";"   82822";"      30";"   18974";"   10824";"      10";"       7";"   11224";"      27";"   20100";"       1";"   52423";"      30";"    1221";"    1408";"      27";"       4"
"26586";"A009523";"PV26  ";"2018JJ00";"   76037";"      29";"   21365";"   13512";"      12";"      10";"    5988";"      24";"       0";"       0";"   48684";"      29";"    1101";"    1065";"      27";"       3"
"26587";"A009523";"PV26  ";"2019JJ00";"   89597";"      34";"   24459";"   15782";"      16";"      13";"    7634";"      29";"   23000";"       1";"   57274";"      33";"    1241";"    1100";"      33";"       5"
"26588";"A009523";"PV26  ";"2020JJ00";"   83293";"      29";"   17500";"    9036";"      12";"      10";"   12148";"      23";"       0";"       0";"   53645";"      28";"    1329";"     783";"      28";"       4"
"26589";"A009523";"PV26  ";"2021JJ00";"   97443";"      29";"   17930";"    9090";"      12";"      10";"   13631";"      23";"       0";"       0";"   65882";"      28";"    1417";"     623";"      28";"       3"
"26590";"A009523";"PV26  ";"2022JJ00";"   65484";"      22";"   18663";"   13785";"       8";"       8";"    7367";"      19";"       0";"       0";"   39454";"      21";"    1136";"     668";"      22";"       2"
"26591";"A009523";"PV26  ";"2023JJ00";"   81589";"      31";"   24171";"   15619";"      10";"       8";"    8808";"      24";"    1000";"       1";"   48600";"      31";"    1213";"     944";"      30";"       4"
"26592";"A009523";"PV27  ";"2000JJ00";"  403770";"     116";"  155266";"   41203";"      78";"      47";"   22526";"      61";"     450";"       2";"  225973";"     109";"    5102";"    9875";"     108";"      13"
"26593";"A009523";"PV27  ";"2001JJ00";"  330033";"      95";"  123539";"   37586";"      61";"      42";"   20274";"      53";"    7830";"       4";"  186142";"      89";"    4669";"    7361";"      90";"       8"
"26594";"A009523";"PV27  ";"2002JJ00";"  436657";"     109";"  147260";"   41803";"      68";"      46";"   25589";"      69";"     290";"       2";"  263805";"     103";"    7186";"    7670";"     102";"       9"
"26595";"A009523";"PV27  ";"2003JJ00";"  397095";"     102";"  135132";"   30340";"      72";"      49";"   23179";"      54";"     340";"       2";"  238781";"      89";"    6386";"    7627";"      97";"       8"
"26596";"A009523";"PV27  ";"2004JJ00";"  373902";"      96";"  124943";"   26998";"      66";"      41";"   21636";"      50";"    4135";"       5";"  227282";"      88";"    5272";"    7285";"      92";"       6"
"26597";"A009523";"PV27  ";"2005JJ00";"  323507";"      90";"  129634";"   35863";"      66";"      36";"   19018";"      44";"    5895";"       4";"  174796";"      79";"    4353";"    8004";"      86";"      10"
"26598";"A009523";"PV27  ";"2006JJ00";"  321614";"      81";"  122685";"   33984";"      59";"      35";"   19173";"      39";"    4500";"       3";"  179711";"      72";"    4166";"    7453";"      72";"      13"
"26599";"A009523";"PV27  ";"2007JJ00";"  358730";"      81";"  121153";"   32353";"      54";"      34";"   27049";"      43";"    4440";"       4";"  210484";"      74";"    4163";"    8671";"      74";"      13"
"26600";"A009523";"PV27  ";"2008JJ00";"  366344";"      78";"  137420";"   45434";"      50";"      29";"   16734";"      38";"    4560";"       3";"  212144";"      73";"    5272";"    8537";"      74";"       8"
"26601";"A009523";"PV27  ";"2009JJ00";"  346065";"      71";"  124819";"   35454";"      46";"      26";"   15640";"      33";"    4160";"       2";"  205564";"      68";"    4776";"    7995";"      68";"       7"
"26602";"A009523";"PV27  ";"2010JJ00";"  310738";"      71";"  122531";"   37866";"      48";"      27";"   11402";"      31";"    3160";"       2";"  176773";"      67";"    4225";"    7956";"      67";"       7"
"26603";"A009523";"PV27  ";"2011JJ00";"  276274";"      65";"  105539";"   31509";"      42";"      24";"   12319";"      31";"    1160";"       2";"  158404";"      61";"    2987";"    8046";"      60";"       9"
"26604";"A009523";"PV27  ";"2012JJ00";"  236028";"      54";"   99328";"   32940";"      35";"      20";"    8753";"      24";"    3190";"       3";"  127915";"      49";"    2281";"    7795";"      49";"       9"
"26605";"A009523";"PV27  ";"2013JJ00";"  234066";"      50";"   91842";"   32105";"      36";"      24";"   11822";"      26";"     190";"       1";"  130400";"      49";"    2716";"    6293";"      49";"       4"
"26606";"A009523";"PV27  ";"2014JJ00";"  236524";"      48";"   94351";"   27605";"      36";"      24";"   10804";"      21";"     310";"       2";"  131366";"      46";"    2774";"    6940";"      47";"       3"
"26607";"A009523";"PV27  ";"2015JJ00";"  194442";"      41";"   84840";"   28689";"      32";"      20";"    9027";"      17";"     310";"       2";"  100572";"      37";"    2072";"    4564";"      38";"       6"
"26608";"A009523";"PV27  ";"2016JJ00";"  179493";"      40";"   82899";"   27521";"      25";"      16";"    7339";"      19";"    6190";"       3";"   89193";"      37";"    1869";"    4333";"      34";"      10"
"26609";"A009523";"PV27  ";"2017JJ00";"  246876";"      49";"  111774";"   31942";"      34";"      16";"   14153";"      25";"    6500";"       3";"  120884";"      46";"    3232";"    4422";"      43";"      12"
"26610";"A009523";"PV27  ";"2018JJ00";"  231781";"      40";"   85703";"   18638";"      31";"      13";"   14333";"      19";"    2000";"       2";"  131725";"      40";"    3198";"    4792";"      39";"       5"
"26611";"A009523";"PV27  ";"2019JJ00";"  252127";"      44";"  104560";"   25044";"      29";"      14";"   11470";"      23";"    4040";"       3";"  136057";"      41";"    3146";"    4016";"      41";"       8"
"26612";"A009523";"PV27  ";"2020JJ00";"  213361";"      42";"   88370";"   23833";"      26";"      17";"    9170";"      21";"    2540";"       2";"  115796";"      40";"    2041";"    3403";"      38";"       7"
"26613";"A009523";"PV27  ";"2021JJ00";"  251607";"      47";"  101381";"   25864";"      31";"      19";"   13512";"      24";"    2200";"       2";"  136692";"      44";"    2556";"    6403";"      42";"      10"
"26614";"A009523";"PV27  ";"2022JJ00";"  230074";"      41";"   94195";"   28464";"      28";"      20";"   11185";"      21";"     500";"       1";"  124689";"      40";"    2679";"    3868";"      36";"       6"
"26615";"A009523";"PV27  ";"2023JJ00";"  259399";"      45";"  105397";"   29410";"      34";"      25";"   11697";"      19";"    1565";"       2";"  142289";"      45";"    2824";"    3937";"      42";"       5"
"26616";"A009523";"PV28  ";"2000JJ00";"  716822";"     182";"  440802";"  133194";"     147";"     116";"   30917";"      70";"    2250";"       3";"  245080";"     160";"    5285";"    6283";"     149";"      44"
"26617";"A009523";"PV28  ";"2001JJ00";"  701231";"     152";"  409794";"  133871";"     126";"     106";"   38613";"      63";"    3950";"       2";"  252784";"     134";"    5321";"    6082";"     126";"      33"
"26618";"A009523";"PV28  ";"2002JJ00";"  723377";"     152";"  449507";"  146549";"     130";"     112";"   33381";"      54";"    4123";"       4";"  240448";"     130";"    5357";"    6458";"     123";"      40"
"26619";"A009523";"PV28  ";"2003JJ00";"  602952";"     125";"  336482";"  109183";"     103";"      89";"   30560";"      51";"   10550";"       2";"  235804";"     113";"    4388";"    5684";"     104";"      29"
"26620";"A009523";"PV28  ";"2004JJ00";"  558681";"     118";"  287210";"   98564";"      97";"      81";"   29386";"      51";"    4050";"       2";"  242044";"     106";"    4537";"    6190";"     100";"      26"
"26621";"A009523";"PV28  ";"2005JJ00";"  423901";"      98";"  196224";"   68139";"      74";"      55";"   21130";"      41";"    1550";"       1";"  206531";"      89";"    4518";"    4946";"      91";"      13"
"26622";"A009523";"PV28  ";"2006JJ00";"  376307";"     105";"  147818";"   70194";"      78";"      63";"   22998";"      44";"    1550";"       1";"  205475";"     102";"    4300";"    5169";"      98";"      11"
"26623";"A009523";"PV28  ";"2007JJ00";"  398040";"      96";"  149130";"   65430";"      72";"      59";"   23789";"      42";"       0";"       0";"  225121";"      91";"    4534";"    4664";"      92";"      11"
"26624";"A009523";"PV28  ";"2008JJ00";"  416065";"      93";"  153605";"   61684";"      64";"      58";"   27972";"      49";"       0";"       0";"  234488";"      93";"    4310";"    3465";"      86";"      11"
"26625";"A009523";"PV28  ";"2009JJ00";"  353829";"      83";"  119476";"   44528";"      53";"      40";"   27634";"      49";"       0";"       0";"  206719";"      80";"    3325";"    2967";"      78";"       9"
"26626";"A009523";"PV28  ";"2010JJ00";"  322788";"      74";"  110141";"   40073";"      55";"      43";"   16893";"      34";"       0";"       0";"  195754";"      74";"    2604";"    2127";"      69";"       6"
"26627";"A009523";"PV28  ";"2011JJ00";"  294684";"      68";"   98904";"   40319";"      49";"      41";"   14838";"      30";"       0";"       0";"  180942";"      67";"    2902";"    3043";"      66";"       4"
"26628";"A009523";"PV28  ";"2012JJ00";"  325885";"      74";"  117169";"   53833";"      55";"      43";"   13145";"      33";"       0";"       0";"  195571";"      73";"    2876";"    2686";"      71";"       6"
"26629";"A009523";"PV28  ";"2013JJ00";"  349037";"      65";"   98759";"   42403";"      51";"      38";"   11044";"      24";"    1400";"       1";"  239220";"      65";"    3115";"    2478";"      64";"       2"
"26630";"A009523";"PV28  ";"2014JJ00";"  256687";"      56";"   76948";"   29958";"      41";"      32";"    8589";"      21";"    1900";"       2";"  171131";"      56";"    2676";"    1634";"      54";"       4"
